"DateTime","Estimated TWh per Year","Minimum TWh per Year"
"2023-03-12 00:00:00",0.013970721750000005,0.00074510516
"2023-03-13 00:00:00",0.015049953750000004,0.0008026642
"2023-03-14 00:00:00",0.013577726249999993,0.0007241453999999999
"2023-03-15 00:00:00",0.014680336500000002,0.0007829512800000002
"2023-03-16 00:00:00",0.012145521000000001,0.0006477611199999998
"2023-03-17 00:00:00",0.013616982000000001,0.0007262390400000002
"2023-03-18 00:00:00",0.014901198000000004,0.0007947305600000003
"2023-03-19 00:00:00",0.015373799999999993,0.0008199360000000003
"2023-03-20 00:00:00",0.014469768000000001,0.0007717209599999998
"2023-03-21 00:00:00",0.014277102750000006,0.0007614454799999998
"2023-03-22 00:00:00",0.013424371500000002,0.0007159664799999999
"2023-03-23 00:00:00",0.014338148999999996,0.0007647012800000002
"2023-03-24 00:00:00",0.015139251000000005,0.00080742672
"2023-03-25 00:00:00",0.015139962750000005,0.0008074646799999999
"2023-03-26 00:00:00",0.014779214999999993,0.0007882248000000003
"2023-03-27 00:00:00",0.015403255499999996,0.0008215069600000002
"2023-03-28 00:00:00",0.015252912,0.0008134886400000003
"2023-03-29 00:00:00",0.013790868,0.0007355129599999998
"2023-03-30 00:00:00",0.015065393250000001,0.0008034876399999999
"2023-03-31 00:00:00",0.015280013249999997,0.0008149340400000004
"2023-04-01 00:00:00",0.013510766999999998,0.0007205742400000001
"2023-04-02 00:00:00",0.013821363749999996,0.0007371394000000002
"2023-04-03 00:00:00",0.013930152000000003,0.0007429414400000003
"2023-04-04 00:00:00",0.013187906249999999,0.0007033549999999998
"2023-04-05 00:00:00",0.014387150250000003,0.0007673146799999997
"2023-04-06 00:00:00",0.016329077999999993,0.0008708841600000001
"2023-04-07 00:00:00",0.013865765999999996,0.00073950752
"2023-04-08 00:00:00",0.013481804250000005,0.0007190295600000002
"2023-04-09 00:00:00",0.013346516999999995,0.0007118142400000002
"2023-04-10 00:00:00",0.012325320000000002,0.0006573504000000001
"2023-04-11 00:00:00",0.012755436,0.00068028992
"2023-04-12 00:00:00",0.012652068,0.0006747769600000002
"2023-04-13 00:00:00",0.012221842499999998,0.0006518315999999997
"2023-04-14 00:00:00",0.012783084749999995,0.0006817645199999998
"2023-04-15 00:00:00",0.013261654499999992,0.0007072882400000003
"2023-04-16 00:00:00",0.012214506000000002,0.00065144032
"2023-04-17 00:00:00",0.01248557325,0.0006658972400000004
"2023-04-18 00:00:00",0.0124590195,0.0006644810399999997
"2023-04-19 00:00:00",0.012314370000000003,0.0006567663999999998
"2023-04-20 00:00:00",0.012064436250000003,0.0006434366
"2023-04-21 00:00:00",0.012107031749999999,0.0006457083600000002
"2023-04-22 00:00:00",0.012319844999999998,0.0006570584000000003
"2023-04-23 00:00:00",0.011722193999999998,0.0006251836799999999
"2023-04-24 00:00:00",0.012887547749999997,0.0006873358799999999
"2023-04-25 00:00:00",0.012891216000000004,0.00068753152
"2023-04-26 00:00:00",0.012420804000000002,0.0006624428799999999
"2023-04-27 00:00:00",0.012665646000000003,0.0006755011199999999
"2023-04-28 00:00:00",0.013930042499999998,0.0007429356000000002
"2023-04-29 00:00:00",0.012835425749999999,0.0006845560400000001
"2023-04-30 00:00:00",0.009937015499999998,0.0005299741600000001
"2023-05-01 00:00:00",0.0014680664999999996,0.00007829688000000002
"2023-05-02 00:00:00",0.0010441920000000002,0.00005569024000000003
"2023-05-03 00:00:00",0.000308352,0.000016445439999999983
"2023-05-04 00:00:00",0.0010545397499999991,0.000056242119999999996
"2023-05-05 00:00:00",0.0011756467500000003,0.00006270115999999997
"2023-05-06 00:00:00",0.0007213860000000001,0.00003847392000000001
"2023-05-07 00:00:00",0.0007808445,0.00004164504000000002
"2023-05-08 00:00:00",0.0031123732499999993,0.00016599324000000004
"2023-05-09 00:00:00",0.011966050499999997,0.0006381893599999999
"2023-05-10 00:00:00",0.012438214500000003,0.0006633714399999998
"2023-05-11 00:00:00",0.012471721499999998,0.0006651584799999998
"2023-05-12 00:00:00",0.013739019749999998,0.0007327477200000002
"2023-05-13 00:00:00",0.013993716749999998,0.0007463315599999997
"2023-05-14 00:00:00",0.012602573999999998,0.0006721372799999999
"2023-05-15 00:00:00",0.012948155999999995,0.00069056832
"2023-05-16 00:00:00",0.013789389750000004,0.0007354341200000004
"2023-05-17 00:00:00",0.014385945749999999,0.0007672504399999998
"2023-05-18 00:00:00",0.013970393249999996,0.0007450876399999997
"2023-05-19 00:00:00",0.012935016000000002,0.0006898675199999998
"2023-05-20 00:00:00",0.012865155000000005,0.0006861416
"2023-05-21 00:00:00",0.012697017750000003,0.0006771742799999996
"2023-05-22 00:00:00",0.0128054775,0.0006829588
"2023-05-23 00:00:00",0.013038603000000001,0.0006953921600000002
"2023-05-24 00:00:00",0.012526362000000001,0.0006680726400000002
"2023-05-25 00:00:00",0.013332829499999999,0.0007110842400000005
"2023-05-26 00:00:00",0.016099620749999998,0.0008586464400000003
"2023-05-27 00:00:00",0.015926336999999995,0.0008494046399999999
"2023-05-28 00:00:00",0.012234818250000003,0.00065252364
"2023-05-29 00:00:00",0.012525814500000003,0.0006680434399999998
"2023-05-30 00:00:00",0.013523523749999997,0.0007212545999999998
"2023-05-31 00:00:00",0.013399460249999997,0.00071463788
"2023-06-01 00:00:00",0.013082457749999998,0.0006977310799999996
"2023-06-02 00:00:00",0.012956477999999994,0.0006910121600000001
"2023-06-03 00:00:00",0.012497070749999999,0.0006665104399999998
"2023-06-04 00:00:00",0.012516233249999996,0.0006675324399999998
"2023-06-05 00:00:00",0.012222389999999994,0.0006518608
"2023-06-06 00:00:00",0.012078780750000006,0.0006442016400000003
"2023-06-07 00:00:00",0.012000707250000001,0.0006400377200000003
"2023-06-08 00:00:00",0.012239362499999996,0.0006527659999999998
"2023-06-09 00:00:00",0.012798852750000011,0.0006826054799999999
"2023-06-10 00:00:00",0.012708789,0.0006778020799999997
"2023-06-11 00:00:00",0.012148970250000009,0.0006479450799999997
"2023-06-12 00:00:00",0.010754159249999999,0.0005735551600000002
"2023-06-13 00:00:00",0.008648966999999999,0.00046127824000000015
"2023-06-14 00:00:00",0.009181848749999996,0.0004896986000000002
"2023-06-15 00:00:00",0.007813044000000002,0.00041669568
"2023-06-16 00:00:00",0.006819222000000001,0.0003636918399999999
"2023-06-17 00:00:00",0.007062476249999998,0.00037666539999999996
"2023-06-18 00:00:00",0.006915855750000004,0.00036884564
"2023-06-19 00:00:00",0.007311205499999997,0.00038993095999999993
"2023-06-20 00:00:00",0.007497026999999997,0.00039984144000000015
"2023-06-21 00:00:00",0.007150678500000003,0.00038136951999999977
"2023-06-22 00:00:00",0.009266492249999994,0.0004942129199999999
"2023-06-23 00:00:00",0.008088874499999999,0.00043140664000000016
"2023-06-24 00:00:00",0.010337511750000002,0.0005513339600000002
"2023-06-25 00:00:00",0.011741575499999997,0.0006262173599999997
"2023-06-26 00:00:00",0.012849879749999992,0.0006853269199999998
"2023-06-27 00:00:00",0.009604354500000006,0.0005122322399999997
"2023-06-28 00:00:00",0.008187698250000004,0.00043667723999999997
"2023-06-29 00:00:00",0.008878479,0.00047351888000000004
"2023-06-30 00:00:00",0.008622522749999998,0.0004598678799999999
"2023-07-01 00:00:00",0.008168535749999997,0.0004356552400000002
"2023-07-02 00:00:00",0.008033686499999996,0.00042846328000000004
"2023-07-03 00:00:00",0.008116906499999995,0.0004329016799999998
"2023-07-04 00:00:00",0.008286905250000004,0.00044196827999999985
"2023-07-05 00:00:00",0.009248698500000005,0.0004932639199999998
"2023-07-06 00:00:00",0.009507830250000005,0.0005070842800000002
"2023-07-07 00:00:00",0.010916054999999994,0.0005821896
"2023-07-08 00:00:00",0.011006830500000002,0.0005870309600000001
"2023-07-09 00:00:00",0.010839295500000005,0.0005780957600000001
"2023-07-10 00:00:00",0.010956241500000003,0.0005843328799999999
"2023-07-11 00:00:00",0.011207927249999992,0.0005977561200000001
"2023-07-12 00:00:00",0.010597081500000001,0.0005651776799999998
"2023-07-13 00:00:00",0.009307664250000005,0.0004964087599999999
"2023-07-14 00:00:00",0.009674817750000004,0.00051599028
"2023-07-15 00:00:00",0.008221533749999996,0.00043848179999999995
"2023-07-16 00:00:00",0.007941323249999998,0.00042353724000000005
"2023-07-17 00:00:00",0.007732123499999996,0.00041237991999999984
"2023-07-18 00:00:00",0.00790595475,0.00042165092000000015
"2023-07-19 00:00:00",0.008218358249999997,0.0004383124400000001
"2023-07-20 00:00:00",0.006827708249999999,0.00036414444
"2023-07-21 00:00:00",0.005685623249999997,0.00030323324000000005
"2023-07-22 00:00:00",0.005139272999999997,0.00027409455999999994
"2023-07-23 00:00:00",0.004805243249999999,0.00025627963999999987
